"RAE","Ministere (Client)","NOM DU SITE","Label","ADRESSE","CODE POSTAL","VILLE"
30001911075159,"INTERIEUR","HOTEL DE POLICE","Commissariat","40 RUE MARIUS BERLIET",69008,"LYON 08"
30001911449422,"JUSTICE","PALAIS DE JUSTICE DE LYON","Tribunal","67 RUE SERVIENT",69003,"LYON"
30001911536720,"INTERIEUR","POLICE TECHNIQUE SCIENTIFIQUE","Service","31 AVENUE FRANKLIN ROOSEVELT",69134,"ECULLY"
30001912039823,"Ministďż˝res ďż˝conomiques et financiers","DEPT INFORMATIQUE TRESO GALE","IT","53 BOULEVARD MARIUS VIVIER MERLE",69003,"LYON"
30001912412550,"Ministďż˝res ďż˝conomiques et financiers","SCL SERVICE COMMUN DES LABORATOIRES MINEFI","Service","10 AVENUE DES SAULES",69600,"OULLINS"
30001912923956,"Ministďż˝res ďż˝conomiques et financiers","ETAB DE SERVICES INFORMATIQUES","IT","1 AVENUE DOCTEUR SCHWEITZER",69330,"MEYZIEU"
30001912939253,"INTERIEUR","HOTEL DE POLICE FORT DE MONTLUC","Commissariat","5 RUE DU GENERAL MOUTON DUVERNET",69003,"LYON 03"
30001913033333,"INTERIEUR","COMMISSARIAT LYON 3EME","Commissariat","11 RUE ST JACQUES",69003,"LYON 03"
30001930387556,"JUSTICE","PRISON-M.A. DE GRENOBLE","Prison",". 38760 VARCES ALLIERES ET RISSET",38760,"VARCES ALLIERES ET RISSET"
30001950411897,"JUSTICE","JUSTICE-PALAIS DE JUSTICE D'ANNECY","Tribunal","51 RUE SOMMEILLER 74000 ANNECY",74000,"ANNECY"
30001950998766,"INTERIEUR","CIE GENDARMERIE CHAMONIX SUD","Commissariat","111 RUE DE LA MOLLARD",74400,"CHAMONIX MONT BLANC"
30001980476923,"JUSTICE","MAISON D'ARRET LA TALAUDIERE","Prison","RUE DE LA SAUVAGERE 42350 LA TALAUDIERE",42350,"LA TALAUDIERE"
30002110399277,"JUSTICE","MAISON CENTRALE POISSY","Prison","17 RUE DE L ABBAYE 78300 POISSY",78300,"POISSY"
30002110514509,"INTERIEUR","GENDARMERIE MOBILE","Commissariat","QUARTIER MONCEY GM ATELIERS",78000,"VERSAILLES"
30002110515174,"INTERIEUR","C.R.S. Nďż˝1 & Nďż˝61","Caserne","1 AVENUE SADI LECOINTE",78140,"VELIZY VILLACOUBLAY"
30002110518204,"Ministďż˝res ďż˝conomiques et financiers","TRESORERIE GENERALE VERSAILLES","Administration","1 AVENUE DE L EUROPE",78000,"VERSAILLES"
30002110518865,"INTERIEUR","DIRECTION TECHNIQUE DU S.G.A.P","Administration","168 RUE DE VERSAILLES",78150,"LE CHESNAY"
30002110522924,"JUSTICE","TRIBUNAL DE GDE INSTANCE","Tribunal","AVENUE DE L EUROPE PALAIS DE JUSTICE 78000 VERSAILLES",78000,"VERSAILLES"
30002110536531,"JUSTICE","MAISON D'ARRĘT DES YVELINES BOIS D'ARCY","Prison","RUE ALEXANDRE TURPAULT 78390 BOIS D ARCY",78390,"BOIS D ARCY"
30002110583226,"Ministďż˝res ďż˝conomiques et financiers","SCE DOCUMENTATION NALE CADASTR","Service","9 RUE ALEXANDRE DUMAS",78100,"ST GERMAIN EN LAYE"
30002111076090,"INTERIEUR","LEGION GENDARMERIE MOBILE IDF","Commissariat","ROUTE DE FRILEUSE",78650,"BEYNES"
30002114086804,"EDUCATION","RECTORAT VERSAILLES SERV INTEN","Ecole","3 BOULEVARD DE LESSEPS",78000,"VERSAILLES"
30002120623409,"Ministďż˝res ďż˝conomiques et financiers","CENTRE DES FINANCES PUBLIQUES","Administration","AVENUE BERNARD HIRSCH",95000,"CERGY"
30002120713184,"Ministďż˝res ďż˝conomiques et financiers","CENTRE INFORMATIQUE DOUANIER","IT","27 RUE DES BEAUX SOLEILS",95520,"OSNY"
30002121767618,"INTERIEUR","Service","Service","5 AVENUE BERNARD HIRSCH  - CS 105",95010,"CERGY PONTOISE CX"
30002122163859,"INTERIEUR","GENDARMERIE NATIONALE","Commissariat","5 BOULEVARD DE L HAUTIL",95000,"PONTOISE"
30002122309435,"JUSTICE","PALAIS DE JUSTICE","Tribunal","3 RUE VICTOR HUGO 95300 PONTOISE",95300,"PONTOISE"
30002124100788,"Ministďż˝res ďż˝conomiques et financiers","DIRECTION DES SERVICES FISCAUX DES YVELINES","Administration","1 PLACE JEAN MOULIN",78200,"MANTES LA JOLIE"
30002130027724,"EDUCATION","MAISON DES EXAMENS ARCUEIL","Ecole","7 RUE ERNEST RENAN",94110,"ARCUEIL"
30002130233053,"Ministďż˝res ďż˝conomiques et financiers","MINISTERE DES FINANCES","Ministere","AVENUE PIERRE LAROUSSE",92240,"MALAKOFF"
30002130237208,"JUSTICE","CENTRE PENITENTIAIRE DE FRESNES - CENTRE PENI","Prison","ALLEE DES THUYAS 94260 FRESNES",94260,"FRESNES"
30002140343527,"INTERIEUR","CITE ADMINISTRATIVE NANTERRE (CAS 907)","Administration","167 AVENUE JOLIOT CURIE",92000,"NANTERRE"
30002140365010,"JUSTICE","TRIBUNAL DE GRANDE INSTANCE","Tribunal","179 AVE JOLIOT CURIE CABINE DE CHANTIER 92000 NANTERRE",92000,"NANTERRE"
30002140661440,"INTERIEUR","SOUS PREFECTURE DE BOULOGNE BILLANCOURT","Service","11 QUAI ALPHONSE LE GALLO",92100,"BOULOGNE BILLANCOURT"
30002141147778,"JUSTICE","MINISTERE DE LA JUSTICE","Ministere","2 RUE PABLO NERUDA 92000 NANTERRE",92000,"NANTERRE"
30002151835829,"INTERIEUR","MINISTERE DE L'INTERIEUR DDSP95","Administration","19 AVENUE DU MARECHAL FOCH",95100,"ARGENTEUIL"
30002210048198,"INTERIEUR","ECOLE NATIONALE SUP DE LA POLICE","Ecole","46 RUE DESIRE THOISON",77130,"CANNES ECLUSE"
30002210139427,"Ministďż˝res ďż˝conomiques et financiers","ECOLE NALE SERVICE DU TRESOR","Ecole","9 AVENUE PIERRE MENDES FRANCE",77186,"NOISIEL"
30002210153937,"Ministďż˝res ďż˝conomiques et financiers","DISI PARIS CHAMPAGNE-NEMOURS","Administration","22 AVENUE JOHN KENNEDY",77140,"NEMOURS"
30002210163401,"JUSTICE","CENTRE DE DETENTION DE MELUN","Prison","QUAI DE LA COURTILLE 77000 MELUN",77000,"MELUN"
30002210189914,"Ministďż˝res ďż˝conomiques et financiers","CITE ADMINISTRATIVE","Administration","BOULEVARD CHAMBLAIN",77000,"MELUN"
30002210244615,"Ministďż˝res ďż˝conomiques et financiers","DISI PARIS CHAMPAGNE - BUSSY","Administration","15 RUE ALEXANDER GRAHAM BELL",77600,"BUSSY ST GEORGES"
30002210331037,"INTERIEUR","MINISTERE INTERIEUR  - LOGNES","Ministere","27 COURS DES PETITES ECURIES",77185,"LOGNES"
30002210338545,"Ministďż˝res ďż˝conomiques et financiers","MEFI - DPMA - SEM M LA V - CENTRE INFORMATIQUE DES","IT","COURS DU LUZARD",77186,"NOISIEL"
30002211378607,"JUSTICE","MIN JUST - TGI DE MELUN (221-13786)","Tribunal","2 AVENUE DU GENERAL LECLERC 77000 MELUN",77000,"MELUN"
30002211533302,"INTERIEUR","MINISTERE INTERIEUR - LOGNES","Ministere","7 RUE DES CAMPANULES",77185,"LOGNES"
30002211661760,"INTERIEUR","ECOLE DE GENDARMERIE","Ecole","QUARTIER LARIBOISIERE E ET F",77300,"FONTAINEBLEAU"
30002211868850,"INTERIEUR","SERVICE INTERIEUR","Service","RUE LA FONTAINE",77000,"MELUN"
30002212052054,"INTERIEUR","ECOLE OFFICIERS GENDARMERIE","Ecole","RUE DAUMIER",77000,"MELUN"
30002212478066,"INTERIEUR","CENTRE DE RETENTION ADMINISTRATIF","Prison","4 rue de Paris",77990,"LE MESNIL AMELOT"
30002220440508,"JUSTICE","MAISON D'ARRĘT DE FLEURY MEROGIS","Prison","7 AVENUE DES PEUPLIERS 91700 FLEURY MEROGIS",91700,"FLEURY MEROGIS"
30002220440689,"INTERIEUR","PREFECTURE ESSONNE BUREAU MOYE","Service","BOULEVARD DE FRANCE",91000,"EVRY"
30002221530941,"INTERIEUR","POLICE NATIONALE DRT","Administration","CHEMIN DEPARTEMENTAL 40",91470,"BOULLAY LES TROUX"
30002230067227,"Ministďż˝res ďż˝conomiques et financiers","MEFI - DGI - DSF - 94 VAL DE MARNE  (223-00672) CR","Administration","AVENUE COMP LIBER RESIST DEPORT",94000,"CRETEIL"
30002230073962,"INTERIEUR","L G M I F SCE CASERNEMENT","Caserne","4 AVENUE BUSTEAU",94700,"MAISONS ALFORT"
30002230568170,"INTERIEUR","HOTEL DE POLICE","Commissariat","11 RUE OUDRY DP GARNIT",94000,"CRETEIL"
30002230836607,"JUSTICE","MIN JUST - CENTRE DE PRESTATION REGIONAL IDF (223-","Prison","6 B AVENUE DES TUILERIES POSTE MAGISTRAT 91350 GRIGNY",91350,"GRIGNY"
30002231230373,"INTERIEUR","SCES TECH PREFECTURE DE POLICE","Service",,94550,"CHEVILLY LARUE"
30002231315741,"JUSTICE","MIN JUST - TGI DE CRETEIL","Administration","RUE PASTEUR VALERY-RADOT POSTE : JURE 94000 CRETEIL",94000,"CRETEIL"
30002234015193,"Ministďż˝res ďż˝conomiques et financiers","MINEFI MBCPRE","Administration","AVENUE DE VERDUN",94200,"IVRY SUR SEINE"
30002234015205,"Ministďż˝res ďż˝conomiques et financiers","MINEFI MBCPRE","Administration","RUE BARBES",94200,"IVRY SUR SEINE"
30002240240827,"INTERIEUR","GENDARMERIE NATIONALE CAT.1","Commissariat","1 BOULEVARD THEOPHILE SUEUR",93110,"ROSNY SOUS BOIS"
30002240485273,"INTERIEUR","GARDE REPUBLICAINE","Caserne","1 RUE LIBERATION POSTE HONNEUR",94120,"FONTENAY SOUS BOIS"
30002240747288,"INTERIEUR","PREFECTURE DE POLICE","Service","REDOUTE DE JOINVILLE",75012,"PARIS 12"
30002241241182,"Ministďż˝res ďż˝conomiques et financiers","MEFI - DPMA - SEM M LA V - ILE DE FRANCE DCPE- (22","Administration","20 ALLEE GEORGES POMPIDOU",94300,"VINCENNES"
30002241566390,"Ministďż˝res ďż˝conomiques et financiers","MINEFI","Ministere","102 RUE DE LAGNY",93100,"MONTREUIL"
30002241586745,"Ministďż˝res ďż˝conomiques et financiers","DNID","Administration","3 AVENUE DU CHEMIN DE PRESLES",94417,"ST MAURICE"
30002241637598,"INTERIEUR","MINISTERE DE L INTERIEUR - ROSNY","Ministere","1 BOULEVARD THEOPHILE SUEUR",93110,"ROSNY SOUS BOIS"
30002241673167,"Ministďż˝res ďż˝conomiques et financiers","MINEFI","Ministere","10 RUE DU CENTRE",93160,"NOISY LE GRAND"
30002241696438,"Ministďż˝res ďż˝conomiques et financiers","MINEFI","Ministere","10 RUE DU CENTRE",93160,"NOISY LE GRAND"
30002241770806,"Ministďż˝res ďż˝conomiques et financiers","MINEFE MBCPFP","Administration","7 RUE DES 2 COMMUNES",93558,"MONTREUIL"
30002241802210,"Ministďż˝res ďż˝conomiques et financiers","MINEFE DPAEP LE  MONTAIGNE","Administration","2 AVENUE MONTAIGNE",93160,"NOISY LE GRAND"
30002250130488,"JUSTICE","MIN JUST - PALAIS DE JUSTICE DE BOBIGNY (225-01304","Tribunal","AVENUE PAUL VAILLANT COUTURIER 93000 BOBIGNY",93000,"BOBIGNY"
30002250219236,"Ministďż˝res ďż˝conomiques et financiers","TRESORERIE GENERALE DU 93","Administration","100 RUE DE LA PREFECTURE",93000,"BOBIGNY"
30002250838196,"Ministďż˝res ďż˝conomiques et financiers","DIR NAT DES ENQUETES FISCALES","Administration","6 BIS RUE COURTOIS CAMEL",93500,"PANTIN"
